lux,temperature,moisture,timestamp
0.0,9.6,48,2026-03-27T01:00:03.140029
0.0,11.0,48,2026-03-27T01:01:03.140029
0.0,9.6,48,2026-03-27T01:02:03.140029
0.0,9.3,48,2026-03-27T01:03:03.140029
0.0,10.8,48,2026-03-27T01:04:03.140029
0.0,11.1,48,2026-03-27T01:05:03.140029
0.0,9.7,48,2026-03-27T01:06:03.140029
0.0,9.7,47,2026-03-27T01:07:03.140029
0.0,11.1,47,2026-03-27T01:08:03.140029
0.0,10.4,47,2026-03-27T01:09:03.140029
0.0,10.1,47,2026-03-27T01:10:03.140029
0.0,10.2,47,2026-03-27T01:11:03.140029
0.0,9.4,47,2026-03-27T01:12:03.140029
0.0,11.2,47,2026-03-27T01:13:03.140029
0.0,10.4,46,2026-03-27T01:14:03.140029
0.0,10.2,46,2026-03-27T01:15:03.140029
0.0,9.4,46,2026-03-27T01:16:03.140029
0.0,10.8,46,2026-03-27T01:17:03.140029
0.0,10.5,46,2026-03-27T01:18:03.140029
0.0,11.2,46,2026-03-27T01:19:03.140029
0.0,11.3,46,2026-03-27T01:20:03.140029
0.0,9.5,45,2026-03-27T01:21:03.140029
0.0,10.1,45,2026-03-27T01:22:03.140029
0.0,9.4,45,2026-03-27T01:23:03.140029
0.0,9.6,45,2026-03-27T01:24:03.140029
0.0,10.2,45,2026-03-27T01:25:03.140029
0.0,10.6,45,2026-03-27T01:26:03.140029
0.0,10.6,45,2026-03-27T01:27:03.140029
0.0,10.0,44,2026-03-27T01:28:03.140029
0.0,11.0,44,2026-03-27T01:29:03.140029
0.0,9.8,44,2026-03-27T01:30:03.140029
0.0,11.1,44,2026-03-27T01:31:03.140029
0.0,9.4,44,2026-03-27T01:32:03.140029
0.0,10.8,44,2026-03-27T01:33:03.140029
0.0,10.0,44,2026-03-27T01:34:03.140029
0.0,9.8,43,2026-03-27T01:35:03.140029
0.0,10.5,43,2026-03-27T01:36:03.140029
0.0,11.2,43,2026-03-27T01:37:03.140029
0.0,10.2,43,2026-03-27T01:38:03.140029
0.0,10.9,43,2026-03-27T01:39:03.140029
0.0,10.5,43,2026-03-27T01:40:03.140029
0.0,11.0,43,2026-03-27T01:41:03.140029
0.0,9.5,42,2026-03-27T01:42:03.140029
0.0,10.1,42,2026-03-27T01:43:03.140029
0.0,10.9,42,2026-03-27T01:44:03.140029
0.0,10.3,42,2026-03-27T01:45:03.140029
0.0,10.2,42,2026-03-27T01:46:03.140029
0.0,11.2,42,2026-03-27T01:47:03.140029
0.0,10.6,42,2026-03-27T01:48:03.140029
0.0,11.0,41,2026-03-27T01:49:03.140029
0.0,10.9,41,2026-03-27T01:50:03.140029
0.0,10.9,41,2026-03-27T01:51:03.140029
0.0,10.3,41,2026-03-27T01:52:03.140029
0.0,11.3,41,2026-03-27T01:53:03.140029
0.0,10.6,41,2026-03-27T01:54:03.140029
0.0,11.2,41,2026-03-27T01:55:03.140029
0.0,10.5,40,2026-03-27T01:56:03.140029
0.0,10.6,40,2026-03-27T01:57:03.140029
0.0,10.8,40,2026-03-27T01:58:03.140029
0.0,10.0,40,2026-03-27T01:59:03.140029
0.0,10.5,40,2026-03-27T02:00:03.140029
0.0,11.2,40,2026-03-27T02:01:03.140029
0.0,11.6,40,2026-03-27T02:02:03.140029
0.0,11.4,75,2026-03-27T02:03:03.140029
0.0,11.5,74,2026-03-27T02:04:03.140029
0.0,11.2,74,2026-03-27T02:05:03.140029
0.0,10.2,74,2026-03-27T02:06:03.140029
0.0,10.2,74,2026-03-27T02:07:03.140029
0.0,10.2,74,2026-03-27T02:08:03.140029
0.0,10.5,74,2026-03-27T02:09:03.140029
0.0,10.3,74,2026-03-27T02:10:03.140029
0.0,11.9,73,2026-03-27T02:11:03.140029
0.0,11.7,73,2026-03-27T02:12:03.140029
0.0,11.7,73,2026-03-27T02:13:03.140029
0.0,11.4,73,2026-03-27T02:14:03.140029
0.0,11.0,73,2026-03-27T02:15:03.140029
0.0,10.8,73,2026-03-27T02:16:03.140029
0.0,10.5,73,2026-03-27T02:17:03.140029
0.0,11.8,73,2026-03-27T02:18:03.140029
0.0,10.4,73,2026-03-27T02:19:03.140029
0.0,11.8,72,2026-03-27T02:20:03.140029
0.0,10.5,72,2026-03-27T02:21:03.140029
0.0,10.1,72,2026-03-27T02:22:03.140029
0.0,10.3,72,2026-03-27T02:23:03.140029
0.0,10.6,72,2026-03-27T02:24:03.140029
0.0,11.7,72,2026-03-27T02:25:03.140029
0.0,11.7,72,2026-03-27T02:26:03.140029
0.0,11.2,71,2026-03-27T02:27:03.140029
0.0,10.2,71,2026-03-27T02:28:03.140029
0.0,12.0,71,2026-03-27T02:29:03.140029
0.0,11.9,71,2026-03-27T02:30:03.140029
0.0,10.6,71,2026-03-27T02:31:03.140029
0.0,11.2,71,2026-03-27T02:32:03.140029
0.0,10.6,70,2026-03-27T02:33:03.140029
0.0,11.0,70,2026-03-27T02:34:03.140029
0.0,10.7,70,2026-03-27T02:35:03.140029
0.0,10.1,70,2026-03-27T02:36:03.140029
0.0,10.4,70,2026-03-27T02:37:03.140029
0.0,10.5,70,2026-03-27T02:38:03.140029
0.0,11.4,69,2026-03-27T02:39:03.140029
0.0,10.8,69,2026-03-27T02:40:03.140029
0.0,11.5,69,2026-03-27T02:41:03.140029
0.0,11.4,69,2026-03-27T02:42:03.140029
0.0,10.3,69,2026-03-27T02:43:03.140029
0.0,10.3,69,2026-03-27T02:44:03.140029
0.0,10.3,69,2026-03-27T02:45:03.140029
0.0,11.6,68,2026-03-27T02:46:03.140029
0.0,10.2,68,2026-03-27T02:47:03.140029
0.0,12.0,68,2026-03-27T02:48:03.140029
0.0,11.2,68,2026-03-27T02:49:03.140029
0.0,11.1,68,2026-03-27T02:50:03.140029
0.0,10.9,68,2026-03-27T02:51:03.140029
0.0,11.9,68,2026-03-27T02:52:03.140029
0.0,10.6,67,2026-03-27T02:53:03.140029
0.0,12.0,67,2026-03-27T02:54:03.140029
0.0,11.9,67,2026-03-27T02:55:03.140029
0.0,11.1,67,2026-03-27T02:56:03.140029
0.0,11.6,67,2026-03-27T02:57:03.140029
0.0,12.0,67,2026-03-27T02:58:03.140029
0.0,11.1,67,2026-03-27T02:59:03.140029
0.0,11.9,67,2026-03-27T03:00:03.140029
0.0,12.5,67,2026-03-27T03:01:03.140029
0.0,13.0,66,2026-03-27T03:02:03.140029
0.0,11.9,66,2026-03-27T03:03:03.140029
0.0,12.3,66,2026-03-27T03:04:03.140029
0.0,12.2,66,2026-03-27T03:05:03.140029
0.0,12.9,66,2026-03-27T03:06:03.140029
0.0,12.8,66,2026-03-27T03:07:03.140029
0.0,13.3,65,2026-03-27T03:08:03.140029
0.0,13.1,65,2026-03-27T03:09:03.140029
0.0,12.5,65,2026-03-27T03:10:03.140029
0.0,12.9,65,2026-03-27T03:11:03.140029
0.0,12.2,65,2026-03-27T03:12:03.140029
0.0,11.9,65,2026-03-27T03:13:03.140029
0.0,12.7,65,2026-03-27T03:14:03.140029
0.0,11.7,65,2026-03-27T03:15:03.140029
0.0,11.8,64,2026-03-27T03:16:03.140029
0.0,12.7,64,2026-03-27T03:17:03.140029
0.0,13.1,64,2026-03-27T03:18:03.140029
0.0,12.7,64,2026-03-27T03:19:03.140029
0.0,12.0,64,2026-03-27T03:20:03.140029
0.0,13.2,64,2026-03-27T03:21:03.140029
0.0,11.8,64,2026-03-27T03:22:03.140029
0.0,12.8,64,2026-03-27T03:23:03.140029
0.0,12.3,63,2026-03-27T03:24:03.140029
0.0,12.5,63,2026-03-27T03:25:03.140029
0.0,11.4,63,2026-03-27T03:26:03.140029
0.0,13.3,63,2026-03-27T03:27:03.140029
0.0,12.3,63,2026-03-27T03:28:03.140029
0.0,11.6,63,2026-03-27T03:29:03.140029
0.0,12.3,63,2026-03-27T03:30:03.140029
0.0,11.7,63,2026-03-27T03:31:03.140029
0.0,11.5,62,2026-03-27T03:32:03.140029
0.0,12.1,62,2026-03-27T03:33:03.140029
0.0,13.3,62,2026-03-27T03:34:03.140029
0.0,12.4,62,2026-03-27T03:35:03.140029
0.0,12.7,62,2026-03-27T03:36:03.140029
0.0,11.8,62,2026-03-27T03:37:03.140029
0.0,12.5,62,2026-03-27T03:38:03.140029
0.0,13.0,61,2026-03-27T03:39:03.140029
0.0,13.2,61,2026-03-27T03:40:03.140029
0.0,11.5,61,2026-03-27T03:41:03.140029
0.0,12.3,61,2026-03-27T03:42:03.140029
0.0,11.6,61,2026-03-27T03:43:03.140029
0.0,12.9,61,2026-03-27T03:44:03.140029
0.0,11.8,61,2026-03-27T03:45:03.140029
0.0,11.7,61,2026-03-27T03:46:03.140029
0.0,12.3,61,2026-03-27T03:47:03.140029
0.0,12.6,60,2026-03-27T03:48:03.140029
0.0,12.6,60,2026-03-27T03:49:03.140029
0.0,12.6,60,2026-03-27T03:50:03.140029
0.0,12.7,60,2026-03-27T03:51:03.140029
0.0,11.5,60,2026-03-27T03:52:03.140029
0.0,12.2,60,2026-03-27T03:53:03.140029
0.0,13.2,60,2026-03-27T03:54:03.140029
0.0,12.5,60,2026-03-27T03:55:03.140029
0.0,12.1,60,2026-03-27T03:56:03.140029
0.0,11.8,59,2026-03-27T03:57:03.140029
0.0,11.6,59,2026-03-27T03:58:03.140029
0.0,12.7,59,2026-03-27T03:59:03.140029
0.0,13.1,59,2026-03-27T04:00:03.140029
0.0,13.8,59,2026-03-27T04:01:03.140029
0.0,14.5,59,2026-03-27T04:02:03.140029
0.0,13.9,59,2026-03-27T04:03:03.140029
0.0,14.2,59,2026-03-27T04:04:03.140029
0.0,14.6,58,2026-03-27T04:05:03.140029
0.0,14.8,58,2026-03-27T04:06:03.140029
0.0,13.3,58,2026-03-27T04:07:03.140029
0.0,13.7,58,2026-03-27T04:08:03.140029
0.0,14.6,58,2026-03-27T04:09:03.140029
0.0,14.6,58,2026-03-27T04:10:03.140029
0.0,13.8,58,2026-03-27T04:11:03.140029
0.0,14.4,58,2026-03-27T04:12:03.140029
0.0,13.5,57,2026-03-27T04:13:03.140029
0.0,13.2,57,2026-03-27T04:14:03.140029
0.0,14.3,57,2026-03-27T04:15:03.140029
0.0,14.2,57,2026-03-27T04:16:03.140029
0.0,14.0,57,2026-03-27T04:17:03.140029
0.0,13.2,57,2026-03-27T04:18:03.140029
0.0,13.6,57,2026-03-27T04:19:03.140029
0.0,14.7,57,2026-03-27T04:20:03.140029
0.0,14.0,57,2026-03-27T04:21:03.140029
0.0,14.3,57,2026-03-27T04:22:03.140029
0.0,14.2,56,2026-03-27T04:23:03.140029
0.0,14.6,56,2026-03-27T04:24:03.140029
0.0,14.8,56,2026-03-27T04:25:03.140029
0.0,13.6,56,2026-03-27T04:26:03.140029
0.0,13.3,56,2026-03-27T04:27:03.140029
0.0,14.9,56,2026-03-27T04:28:03.140029
0.0,13.3,56,2026-03-27T04:29:03.140029
0.0,14.7,55,2026-03-27T04:30:03.140029
0.0,14.8,55,2026-03-27T04:31:03.140029
0.0,14.2,55,2026-03-27T04:32:03.140029
0.0,13.7,55,2026-03-27T04:33:03.140029
0.0,14.8,55,2026-03-27T04:34:03.140029
0.0,14.5,55,2026-03-27T04:35:03.140029
0.0,14.9,55,2026-03-27T04:36:03.140029
0.0,13.6,54,2026-03-27T04:37:03.140029
0.0,13.9,54,2026-03-27T04:38:03.140029
0.0,13.6,54,2026-03-27T04:39:03.140029
0.0,14.0,54,2026-03-27T04:40:03.140029
0.0,14.4,54,2026-03-27T04:41:03.140029
0.0,13.8,54,2026-03-27T04:42:03.140029
0.0,14.9,54,2026-03-27T04:43:03.140029
0.0,14.0,54,2026-03-27T04:44:03.140029
0.0,13.5,53,2026-03-27T04:45:03.140029
0.0,13.2,53,2026-03-27T04:46:03.140029
0.0,14.6,53,2026-03-27T04:47:03.140029
0.0,13.8,53,2026-03-27T04:48:03.140029
0.0,15.0,53,2026-03-27T04:49:03.140029
0.0,13.7,53,2026-03-27T04:50:03.140029
0.0,14.6,53,2026-03-27T04:51:03.140029
0.0,14.9,52,2026-03-27T04:52:03.140029
0.0,14.5,52,2026-03-27T04:53:03.140029
0.0,14.7,52,2026-03-27T04:54:03.140029
0.0,13.1,52,2026-03-27T04:55:03.140029
0.0,14.2,52,2026-03-27T04:56:03.140029
0.0,13.8,52,2026-03-27T04:57:03.140029
0.0,14.7,52,2026-03-27T04:58:03.140029
0.0,13.1,52,2026-03-27T04:59:03.140029
0.0,15.9,52,2026-03-27T05:00:03.140029
0.0,15.8,52,2026-03-27T05:01:03.140029
0.0,15.5,51,2026-03-27T05:02:03.140029
0.0,15.4,51,2026-03-27T05:03:03.140029
0.0,15.4,51,2026-03-27T05:04:03.140029
0.0,16.7,51,2026-03-27T05:05:03.140029
0.0,16.4,51,2026-03-27T05:06:03.140029
0.0,16.8,51,2026-03-27T05:07:03.140029
0.0,16.9,51,2026-03-27T05:08:03.140029
0.0,15.0,51,2026-03-27T05:09:03.140029
0.0,15.0,50,2026-03-27T05:10:03.140029
0.0,16.9,50,2026-03-27T05:11:03.140029
0.0,16.5,50,2026-03-27T05:12:03.140029
0.0,15.6,50,2026-03-27T05:13:03.140029
0.0,16.1,50,2026-03-27T05:14:03.140029
0.0,15.4,50,2026-03-27T05:15:03.140029
0.0,16.4,50,2026-03-27T05:16:03.140029
0.0,16.6,49,2026-03-27T05:17:03.140029
0.0,16.4,49,2026-03-27T05:18:03.140029
0.0,15.0,49,2026-03-27T05:19:03.140029
0.0,15.4,49,2026-03-27T05:20:03.140029
0.0,16.1,49,2026-03-27T05:21:03.140029
0.0,15.4,49,2026-03-27T05:22:03.140029
0.0,15.4,48,2026-03-27T05:23:03.140029
0.0,15.4,48,2026-03-27T05:24:03.140029
0.0,16.0,48,2026-03-27T05:25:03.140029
0.0,16.1,48,2026-03-27T05:26:03.140029
0.0,16.3,48,2026-03-27T05:27:03.140029
0.0,16.7,48,2026-03-27T05:28:03.140029
0.0,16.4,48,2026-03-27T05:29:03.140029
0.0,16.0,48,2026-03-27T05:30:03.140029
0.0,15.0,47,2026-03-27T05:31:03.140029
0.0,16.3,47,2026-03-27T05:32:03.140029
0.0,16.2,47,2026-03-27T05:33:03.140029
0.0,15.8,47,2026-03-27T05:34:03.140029
0.0,16.0,47,2026-03-27T05:35:03.140029
0.0,16.3,47,2026-03-27T05:36:03.140029
0.0,15.1,47,2026-03-27T05:37:03.140029
0.0,15.2,47,2026-03-27T05:38:03.140029
0.0,16.2,47,2026-03-27T05:39:03.140029
0.0,15.0,46,2026-03-27T05:40:03.140029
0.0,15.4,46,2026-03-27T05:41:03.140029
0.0,15.9,46,2026-03-27T05:42:03.140029
0.0,16.1,46,2026-03-27T05:43:03.140029
0.0,16.6,46,2026-03-27T05:44:03.140029
0.0,16.7,46,2026-03-27T05:45:03.140029
0.0,15.9,46,2026-03-27T05:46:03.140029
0.0,15.0,45,2026-03-27T05:47:03.140029
0.0,15.0,45,2026-03-27T05:48:03.140029
0.0,15.5,45,2026-03-27T05:49:03.140029
0.0,16.7,45,2026-03-27T05:50:03.140029
0.0,16.4,45,2026-03-27T05:51:03.140029
0.0,15.4,45,2026-03-27T05:52:03.140029
0.0,16.3,45,2026-03-27T05:53:03.140029
0.0,16.8,45,2026-03-27T05:54:03.140029
0.0,15.2,44,2026-03-27T05:55:03.140029
0.0,16.7,44,2026-03-27T05:56:03.140029
0.0,16.1,44,2026-03-27T05:57:03.140029
0.0,16.5,44,2026-03-27T05:58:03.140029
0.0,15.0,44,2026-03-27T05:59:03.140029
48.7,17.7,44,2026-03-27T06:00:03.140029
0.0,18.2,44,2026-03-27T06:01:03.140029
0.0,18.9,44,2026-03-27T06:02:03.140029
0.0,17.6,43,2026-03-27T06:03:03.140029
0.0,18.8,43,2026-03-27T06:04:03.140029
0.0,18.6,43,2026-03-27T06:05:03.140029
22.8,17.6,43,2026-03-27T06:06:03.140029
0.0,17.2,43,2026-03-27T06:07:03.140029
37.8,18.3,43,2026-03-27T06:08:03.140029
90.3,17.8,42,2026-03-27T06:09:03.140029
0.0,18.6,42,2026-03-27T06:10:03.140029
129.5,17.4,42,2026-03-27T06:11:03.140029
0.0,18.0,42,2026-03-27T06:12:03.140029
58.2,18.5,42,2026-03-27T06:13:03.140029
103.2,17.6,42,2026-03-27T06:14:03.140029
140.1,18.5,42,2026-03-27T06:15:03.140029
0.0,18.3,42,2026-03-27T06:16:03.140029
156.9,18.9,42,2026-03-27T06:17:03.140029
0.0,18.0,41,2026-03-27T06:18:03.140029
84.3,18.6,41,2026-03-27T06:19:03.140029
135.6,17.5,41,2026-03-27T06:20:03.140029
129.1,17.0,41,2026-03-27T06:21:03.140029
0.0,18.5,41,2026-03-27T06:22:03.140029
0.0,18.2,41,2026-03-27T06:23:03.140029
134.0,18.8,41,2026-03-27T06:24:03.140029
99.4,17.2,41,2026-03-27T06:25:03.140029
0.0,18.7,40,2026-03-27T06:26:03.140029
11.9,17.8,40,2026-03-27T06:27:03.140029
18.7,17.7,40,2026-03-27T06:28:03.140029
180.5,17.2,40,2026-03-27T06:29:03.140029
177.5,18.7,40,2026-03-27T06:30:03.140029
0.0,17.9,40,2026-03-27T06:31:03.140029
0.0,17.9,40,2026-03-27T06:32:03.140029
0.0,18.4,75,2026-03-27T06:33:03.140029
0.0,18.3,74,2026-03-27T06:34:03.140029
13.8,18.8,74,2026-03-27T06:35:03.140029
0.0,18.2,74,2026-03-27T06:36:03.140029
198.3,17.6,74,2026-03-27T06:37:03.140029
0.0,17.9,74,2026-03-27T06:38:03.140029
0.0,17.2,74,2026-03-27T06:39:03.140029
0.0,17.6,74,2026-03-27T06:40:03.140029
127.4,18.4,74,2026-03-27T06:41:03.140029
48.3,17.3,73,2026-03-27T06:42:03.140029
146.6,19.0,73,2026-03-27T06:43:03.140029
115.5,18.7,73,2026-03-27T06:44:03.140029
0.0,17.5,73,2026-03-27T06:45:03.140029
0.0,18.8,73,2026-03-27T06:46:03.140029
90.9,17.0,73,2026-03-27T06:47:03.140029
106.2,18.9,73,2026-03-27T06:48:03.140029
90.0,17.5,73,2026-03-27T06:49:03.140029
0.0,17.0,72,2026-03-27T06:50:03.140029
132.6,17.5,72,2026-03-27T06:51:03.140029
0.0,17.1,72,2026-03-27T06:52:03.140029
110.6,18.1,72,2026-03-27T06:53:03.140029
133.2,17.6,72,2026-03-27T06:54:03.140029
0.0,18.3,72,2026-03-27T06:55:03.140029
0.0,18.2,71,2026-03-27T06:56:03.140029
6.2,17.7,71,2026-03-27T06:57:03.140029
24.6,17.6,71,2026-03-27T06:58:03.140029
31.2,18.1,71,2026-03-27T06:59:03.140029
1137.9,20.1,71,2026-03-27T07:00:03.140029
1143.6,20.6,71,2026-03-27T07:01:03.140029
805.0,19.5,70,2026-03-27T07:02:03.140029
1057.7,19.3,70,2026-03-27T07:03:03.140029
1130.4,20.7,70,2026-03-27T07:04:03.140029
1002.3,20.5,70,2026-03-27T07:05:03.140029
863.5,21.0,70,2026-03-27T07:06:03.140029
818.6,20.2,70,2026-03-27T07:07:03.140029
920.6,21.0,70,2026-03-27T07:08:03.140029
905.9,19.3,70,2026-03-27T07:09:03.140029
899.9,19.4,69,2026-03-27T07:10:03.140029
891.9,20.0,69,2026-03-27T07:11:03.140029
1080.1,19.9,69,2026-03-27T07:12:03.140029
1079.9,20.1,69,2026-03-27T07:13:03.140029
1171.2,20.3,69,2026-03-27T07:14:03.140029
929.3,19.8,69,2026-03-27T07:15:03.140029
1094.0,19.3,69,2026-03-27T07:16:03.140029
1187.5,19.7,69,2026-03-27T07:17:03.140029
1070.1,20.9,69,2026-03-27T07:18:03.140029
968.6,20.1,68,2026-03-27T07:19:03.140029
909.0,21.0,68,2026-03-27T07:20:03.140029
1022.6,19.1,68,2026-03-27T07:21:03.140029
1142.0,19.9,68,2026-03-27T07:22:03.140029
835.4,19.8,68,2026-03-27T07:23:03.140029
1179.4,19.3,68,2026-03-27T07:24:03.140029
877.5,20.3,68,2026-03-27T07:25:03.140029
1179.2,19.6,68,2026-03-27T07:26:03.140029
1025.1,19.6,68,2026-03-27T07:27:03.140029
1059.7,19.4,67,2026-03-27T07:28:03.140029
1104.5,20.7,67,2026-03-27T07:29:03.140029
984.3,19.7,67,2026-03-27T07:30:03.140029
1093.1,20.0,67,2026-03-27T07:31:03.140029
968.0,20.9,67,2026-03-27T07:32:03.140029
1180.0,19.9,67,2026-03-27T07:33:03.140029
1059.2,21.0,67,2026-03-27T07:34:03.140029
1006.5,19.7,67,2026-03-27T07:35:03.140029
1063.3,20.8,66,2026-03-27T07:36:03.140029
1135.3,19.1,66,2026-03-27T07:37:03.140029
1031.7,20.8,66,2026-03-27T07:38:03.140029
993.2,19.2,66,2026-03-27T07:39:03.140029
1103.4,20.1,66,2026-03-27T07:40:03.140029
922.9,20.1,66,2026-03-27T07:41:03.140029
1191.4,20.7,66,2026-03-27T07:42:03.140029
824.1,19.6,66,2026-03-27T07:43:03.140029
852.3,20.7,65,2026-03-27T07:44:03.140029
1014.1,20.2,65,2026-03-27T07:45:03.140029
948.3,20.0,65,2026-03-27T07:46:03.140029
892.1,20.9,65,2026-03-27T07:47:03.140029
1191.5,20.1,65,2026-03-27T07:48:03.140029
1094.4,19.6,65,2026-03-27T07:49:03.140029
873.6,19.6,65,2026-03-27T07:50:03.140029
884.8,20.8,65,2026-03-27T07:51:03.140029
1135.8,20.4,64,2026-03-27T07:52:03.140029
827.2,20.3,64,2026-03-27T07:53:03.140029
954.2,20.1,64,2026-03-27T07:54:03.140029
927.5,19.4,64,2026-03-27T07:55:03.140029
861.0,19.6,64,2026-03-27T07:56:03.140029
1188.1,19.8,63,2026-03-27T07:57:03.140029
829.9,20.7,63,2026-03-27T07:58:03.140029
1097.4,19.3,63,2026-03-27T07:59:03.140029
1763.5,22.4,63,2026-03-27T08:00:03.140029
1925.4,21.3,63,2026-03-27T08:01:03.140029
2098.3,22.8,63,2026-03-27T08:02:03.140029
1839.3,21.1,62,2026-03-27T08:03:03.140029
1913.9,22.7,62,2026-03-27T08:04:03.140029
1826.3,22.1,62,2026-03-27T08:05:03.140029
2055.8,22.7,62,2026-03-27T08:06:03.140029
1775.1,21.6,62,2026-03-27T08:07:03.140029
1941.9,21.3,62,2026-03-27T08:08:03.140029
1819.8,21.7,62,2026-03-27T08:09:03.140029
2124.6,21.1,61,2026-03-27T08:10:03.140029
2113.0,21.7,61,2026-03-27T08:11:03.140029
2019.2,21.5,61,2026-03-27T08:12:03.140029
1956.5,22.5,61,2026-03-27T08:13:03.140029
1966.7,22.8,61,2026-03-27T08:14:03.140029
1885.3,22.2,61,2026-03-27T08:15:03.140029
1924.9,23.0,61,2026-03-27T08:16:03.140029
1846.9,22.1,60,2026-03-27T08:17:03.140029
1760.5,21.5,60,2026-03-27T08:18:03.140029
1775.2,21.0,60,2026-03-27T08:19:03.140029
1808.8,21.9,60,2026-03-27T08:20:03.140029
2144.9,22.0,60,2026-03-27T08:21:03.140029
1821.9,22.9,60,2026-03-27T08:22:03.140029
2053.8,21.2,60,2026-03-27T08:23:03.140029
1843.0,21.8,59,2026-03-27T08:24:03.140029
2118.0,22.8,59,2026-03-27T08:25:03.140029
2033.8,22.2,59,2026-03-27T08:26:03.140029
1956.1,22.5,59,2026-03-27T08:27:03.140029
2036.3,21.8,59,2026-03-27T08:28:03.140029
1895.8,21.9,59,2026-03-27T08:29:03.140029
2097.4,22.4,59,2026-03-27T08:30:03.140029
2000.9,22.8,59,2026-03-27T08:31:03.140029
1865.9,22.0,58,2026-03-27T08:32:03.140029
1788.3,21.8,58,2026-03-27T08:33:03.140029
1806.1,22.7,58,2026-03-27T08:34:03.140029
1855.5,21.7,58,2026-03-27T08:35:03.140029
1949.3,21.5,58,2026-03-27T08:36:03.140029
1989.7,22.8,58,2026-03-27T08:37:03.140029
2080.0,21.2,58,2026-03-27T08:38:03.140029
2131.1,21.9,57,2026-03-27T08:39:03.140029
2052.4,23.0,57,2026-03-27T08:40:03.140029
1987.5,21.5,57,2026-03-27T08:41:03.140029
1766.5,21.7,57,2026-03-27T08:42:03.140029
1856.6,21.8,57,2026-03-27T08:43:03.140029
2064.9,21.6,57,2026-03-27T08:44:03.140029
1856.1,21.5,57,2026-03-27T08:45:03.140029
1826.1,22.0,57,2026-03-27T08:46:03.140029
2015.0,22.4,56,2026-03-27T08:47:03.140029
1974.5,22.0,56,2026-03-27T08:48:03.140029
1925.8,21.8,56,2026-03-27T08:49:03.140029
1897.6,22.4,56,2026-03-27T08:50:03.140029
1857.0,22.0,56,2026-03-27T08:51:03.140029
2039.2,22.7,56,2026-03-27T08:52:03.140029
2131.1,22.2,56,2026-03-27T08:53:03.140029
2117.2,21.2,56,2026-03-27T08:54:03.140029
1839.0,21.6,55,2026-03-27T08:55:03.140029
2119.9,21.4,55,2026-03-27T08:56:03.140029
1944.6,21.9,55,2026-03-27T08:57:03.140029
1904.9,21.9,55,2026-03-27T08:58:03.140029
2075.4,22.0,55,2026-03-27T08:59:03.140029
2716.0,23.9,55,2026-03-27T09:00:03.140029
2895.5,23.0,55,2026-03-27T09:01:03.140029
2729.0,22.7,55,2026-03-27T09:02:03.140029
2845.3,23.5,54,2026-03-27T09:03:03.140029
2810.7,22.8,54,2026-03-27T09:04:03.140029
2792.1,23.9,54,2026-03-27T09:05:03.140029
2972.7,24.0,54,2026-03-27T09:06:03.140029
2714.3,22.7,54,2026-03-27T09:07:03.140029
2727.2,23.8,54,2026-03-27T09:08:03.140029
2758.0,22.8,53,2026-03-27T09:09:03.140029
2898.6,23.7,53,2026-03-27T09:10:03.140029
2964.6,24.0,53,2026-03-27T09:11:03.140029
2873.0,22.7,53,2026-03-27T09:12:03.140029
2648.1,24.1,53,2026-03-27T09:13:03.140029
2960.8,23.1,53,2026-03-27T09:14:03.140029
2864.2,24.3,52,2026-03-27T09:15:03.140029
2961.9,23.1,52,2026-03-27T09:16:03.140029
2636.2,22.9,52,2026-03-27T09:17:03.140029
2897.6,23.2,52,2026-03-27T09:18:03.140029
2844.6,24.6,52,2026-03-27T09:19:03.140029
2919.8,24.6,52,2026-03-27T09:20:03.140029
2955.8,22.8,52,2026-03-27T09:21:03.140029
2795.1,24.2,52,2026-03-27T09:22:03.140029
2628.8,23.1,52,2026-03-27T09:23:03.140029
2933.0,23.9,51,2026-03-27T09:24:03.140029
2910.6,23.1,51,2026-03-27T09:25:03.140029
2639.1,24.0,51,2026-03-27T09:26:03.140029
2684.8,23.1,51,2026-03-27T09:27:03.140029
2755.3,24.4,51,2026-03-27T09:28:03.140029
2899.7,23.1,51,2026-03-27T09:29:03.140029
2679.1,24.0,51,2026-03-27T09:30:03.140029
2714.9,24.1,50,2026-03-27T09:31:03.140029
2699.6,24.5,50,2026-03-27T09:32:03.140029
2673.8,24.3,50,2026-03-27T09:33:03.140029
2617.8,23.3,50,2026-03-27T09:34:03.140029
2765.5,22.7,50,2026-03-27T09:35:03.140029
2806.3,24.3,50,2026-03-27T09:36:03.140029
2887.0,24.1,50,2026-03-27T09:37:03.140029
2628.6,24.5,50,2026-03-27T09:38:03.140029
2917.0,23.0,49,2026-03-27T09:39:03.140029
2626.5,24.0,49,2026-03-27T09:40:03.140029
2892.9,23.1,49,2026-03-27T09:41:03.140029
2764.5,23.3,49,2026-03-27T09:42:03.140029
2871.6,23.9,49,2026-03-27T09:43:03.140029
2770.2,23.6,49,2026-03-27T09:44:03.140029
2996.8,22.7,48,2026-03-27T09:45:03.140029
2912.2,24.6,48,2026-03-27T09:46:03.140029
2638.7,22.8,48,2026-03-27T09:47:03.140029
2621.2,23.2,48,2026-03-27T09:48:03.140029
2867.2,24.0,48,2026-03-27T09:49:03.140029
2793.2,23.6,48,2026-03-27T09:50:03.140029
2947.1,24.3,47,2026-03-27T09:51:03.140029
